"","Date","Size","Price","Local_Amount","Currency"
"233","2018-08-30T19:53:04+00:00","13",184,184,"USD"
"234","2018-08-30T16:29:06+00:00","10.5",146,146,"USD"
"235","2018-08-30T16:28:54+00:00","11",149,149,"USD"
"236","2018-08-30T15:54:30+00:00","9.5",158,158,"USD"
"237","2018-08-30T05:25:43+00:00","9",191,191,"USD"
"238","2018-08-30T05:25:10+00:00","9",178,178,"USD"
"239","2018-08-29T19:42:34+00:00","9",150,150,"USD"
"240","2018-08-29T16:10:47+00:00","8.5",167,167,"USD"
"241","2018-08-29T01:29:38+00:00","8",160,160,"USD"
"242","2018-08-28T19:14:48+00:00","9",152,152,"USD"
"243","2018-08-28T18:18:13+00:00","11",125,125,"USD"
"244","2018-08-28T18:17:52+00:00","10.5",125,125,"USD"
"245","2018-08-27T16:41:16+00:00","13",170,170,"USD"
"246","2018-08-27T14:55:16+00:00","10",158,158,"USD"
"247","2018-08-27T01:39:54+00:00","10.5",141,141,"USD"
"248","2018-08-26T17:57:36+00:00","10",155,155,"USD"
"249","2018-08-25T06:33:48+00:00","14",75,75,"USD"
"250","2018-08-24T19:50:51+00:00","11",126,126,"USD"
"251","2018-08-24T19:45:11+00:00","10.5",130,130,"USD"
"252","2018-08-24T19:25:28+00:00","10.5",131,131,"USD"
"253","2018-08-24T01:56:37+00:00","9.5",175,175,"USD"
"254","2018-08-23T23:02:59+00:00","8",150,150,"USD"
"255","2018-08-23T21:47:25+00:00","10",155,155,"USD"
"256","2018-08-23T00:10:10+00:00","9.5",150,150,"USD"
"257","2018-08-22T00:09:36+00:00","11",127,127,"USD"
"258","2018-08-21T03:12:39+00:00","9",165,165,"USD"
"259","2018-08-21T02:48:27+00:00","9.5",168,168,"USD"
"260","2018-08-21T02:33:13+00:00","10",158,158,"USD"
"261","2018-08-21T00:58:38+00:00","13",145,145,"USD"
"262","2018-08-20T18:45:37+00:00","11",160,160,"USD"
"263","2018-08-20T02:51:25+00:00","9.5",168,168,"USD"
"264","2018-08-18T06:13:18+00:00","10.5",132,132,"USD"
"265","2018-08-18T06:12:28+00:00","10",132,132,"USD"
"266","2018-08-17T21:24:13+00:00","14",115,115,"USD"
"267","2018-08-17T21:23:03+00:00","11",135,135,"USD"
"268","2018-08-17T21:22:42+00:00","13",155,155,"USD"
"269","2018-08-17T20:48:00+00:00","9.5",167,167,"USD"
"270","2018-08-17T01:57:15+00:00","7.5",148,148,"USD"
"271","2018-08-16T20:14:21+00:00","11.5",170,170,"USD"
"272","2018-08-14T22:07:01+00:00","14",140,140,"USD"
"273","2018-08-14T16:43:21+00:00","9",169,169,"USD"
"274","2018-08-14T12:32:19+00:00","11.5",155,155,"USD"
"275","2018-08-14T06:17:36+00:00","12",160,160,"USD"
"276","2018-08-14T01:46:02+00:00","8",193,193,"USD"
"277","2018-08-14T00:39:38+00:00","8.5",161,161,"USD"
"278","2018-08-13T21:35:06+00:00","11",175,175,"USD"
"279","2018-08-13T15:08:46+00:00","9",160,160,"USD"
"280","2018-08-12T21:08:36+00:00","5.5",170,170,"USD"
"281","2018-08-12T11:35:37+00:00","9.5",166,166,"USD"
"282","2018-08-12T01:37:49+00:00","8.5",164,164,"USD"
"283","2018-08-11T19:19:59+00:00","11.5",161,161,"USD"
"284","2018-08-11T18:26:23+00:00","10.5",155,155,"USD"
"285","2018-08-11T16:29:15+00:00","10",142,142,"USD"
"286","2018-08-11T14:21:49+00:00","9",160,160,"USD"
"287","2018-08-11T12:47:19+00:00","8.5",162,162,"USD"
"288","2018-08-11T12:41:27+00:00","11",170,170,"USD"
"289","2018-08-10T14:53:33+00:00","11.5",150,150,"USD"
"290","2018-08-10T14:21:06+00:00","11",164,164,"USD"
"291","2018-08-10T04:27:12+00:00","13",179,179,"USD"
"292","2018-08-09T21:48:30+00:00","10",128,128,"USD"
"293","2018-08-07T02:37:51+00:00","10.5",161,161,"USD"
"294","2018-08-06T23:27:38+00:00","10.5",161,161,"USD"
"295","2018-08-06T21:28:50+00:00","11",160,160,"USD"
"296","2018-08-06T17:48:15+00:00","8.5",160,160,"USD"
"297","2018-08-06T02:18:17+00:00","10.5",155,155,"USD"
"298","2018-08-05T09:46:45+00:00","10.5",149,149,"USD"
"299","2018-08-05T07:19:47+00:00","10.5",148,148,"USD"
"300","2018-08-05T05:34:11+00:00","11",161,161,"USD"
"301","2018-08-05T00:21:20+00:00","7.5",145,145,"USD"
"302","2018-08-04T13:49:44+00:00","8.5",149,149,"USD"
"303","2018-08-04T01:29:29+00:00","9.5",166,166,"USD"
"304","2018-08-04T00:26:51+00:00","10.5",125,125,"USD"
"305","2018-08-03T18:53:11+00:00","9",171,171,"USD"
"306","2018-08-02T15:43:20+00:00","10",161,161,"USD"
"307","2018-08-01T18:25:14+00:00","10.5",115,115,"USD"
"308","2018-08-01T06:18:41+00:00","10.5",145,145,"USD"
"309","2018-08-01T02:58:10+00:00","12",170,170,"USD"
"310","2018-07-30T13:03:22+00:00","8.5",147,147,"USD"
"311","2018-07-28T18:40:11+00:00","10",170,170,"USD"
"312","2018-07-28T18:35:34+00:00","8.5",165,165,"USD"
"313","2018-07-28T15:00:20+00:00","10",170,170,"USD"
"314","2018-07-27T14:29:59+00:00","10.5",135,135,"USD"
"315","2018-07-27T14:29:25+00:00","11.5",136,136,"USD"
"316","2018-07-27T14:28:58+00:00","11",150,150,"USD"
"317","2018-07-27T14:25:01+00:00","8",144,144,"USD"
"318","2018-07-27T14:20:15+00:00","10",125,125,"USD"
"319","2018-07-27T14:17:38+00:00","8.5",164,164,"USD"
"320","2018-07-27T14:13:51+00:00","11",140,140,"USD"
"321","2018-07-27T11:30:48+00:00","11",160,160,"USD"
"322","2018-07-27T07:31:08+00:00","11",160,160,"USD"
"323","2018-07-23T23:46:02+00:00","13",130,130,"USD"
"324","2018-07-23T16:04:05+00:00","11.5",160,160,"USD"
"325","2018-07-22T14:19:05+00:00","9.5",167,167,"USD"
"326","2018-07-22T04:06:41+00:00","8.5",150,150,"USD"
"327","2018-07-21T20:32:26+00:00","10",162,162,"USD"
"328","2018-07-21T03:17:42+00:00","9.5",162,162,"USD"
"329","2018-07-20T16:23:15+00:00","9.5",159,159,"USD"
"330","2018-07-19T04:22:19+00:00","13",150,150,"USD"
"331","2018-07-17T21:40:13+00:00","9",135,135,"USD"
"332","2018-07-17T09:10:00+00:00","10",156,156,"USD"
"333","2018-07-17T07:20:50+00:00","10",153,153,"USD"
"334","2018-07-16T19:14:18+00:00","10.5",136,136,"USD"
"335","2018-07-16T19:13:59+00:00","10",130,130,"USD"
"336","2018-07-16T17:09:41+00:00","10.5",165,165,"USD"
"337","2018-07-15T16:06:27+00:00","11",145,145,"USD"
"338","2018-07-15T10:55:51+00:00","11.5",175,175,"USD"
"339","2018-07-14T22:37:13+00:00","11.5",160,160,"USD"
"340","2018-07-12T19:59:35+00:00","10",159,159,"USD"
"341","2018-07-12T18:45:50+00:00","13",125,125,"USD"
"342","2018-07-12T18:44:39+00:00","8.5",160,160,"USD"
"343","2018-07-12T16:40:36+00:00","10",156,156,"USD"
"344","2018-07-11T13:31:57+00:00","8.5",161,161,"USD"
"345","2018-07-09T10:48:48+00:00","12.5",165,165,"USD"
"346","2018-07-08T23:22:55+00:00","12",180,180,"USD"
"347","2018-07-08T21:16:04+00:00","13",130,130,"USD"
"348","2018-07-07T22:02:39+00:00","11",150,150,"USD"
"349","2018-07-07T06:39:38+00:00","10.5",135,135,"USD"
"350","2018-07-07T03:01:15+00:00","11",140,140,"USD"
"351","2018-07-07T01:41:47+00:00","9",150,150,"USD"
"352","2018-07-06T22:14:30+00:00","10.5",140,140,"USD"
"353","2018-07-06T19:33:07+00:00","9",150,150,"USD"
"354","2018-07-06T18:48:13+00:00","9",152,152,"USD"
"355","2018-07-06T15:35:11+00:00","10.5",140,140,"USD"
"356","2018-07-06T15:28:10+00:00","10",145,145,"USD"
"357","2018-07-06T15:27:21+00:00","12",165,165,"USD"
"358","2018-07-06T02:22:24+00:00","11.5",160,160,"USD"
"359","2018-07-05T17:53:36+00:00","8",130,130,"USD"
"360","2018-07-05T17:35:34+00:00","7",160,160,"USD"
"361","2018-07-05T12:07:39+00:00","10.5",143,143,"USD"
"362","2018-07-05T11:36:10+00:00","10",146,146,"USD"
"363","2018-07-03T18:16:08+00:00","9",160,160,"USD"
"364","2018-07-03T00:40:38+00:00","13",135,135,"USD"
"365","2018-07-02T21:19:45+00:00","11.5",146,146,"USD"
"366","2018-07-02T17:23:17+00:00","11",110,110,"USD"
"367","2018-07-02T17:22:54+00:00","11",120,120,"USD"
"368","2018-07-02T09:44:46+00:00","11.5",148,148,"USD"
"369","2018-07-02T09:44:31+00:00","7.5",130,130,"USD"
"370","2018-07-01T20:53:50+00:00","12",175,175,"USD"
"371","2018-07-01T14:17:01+00:00","12",160,160,"USD"
"372","2018-07-01T07:12:43+00:00","14",140,140,"USD"
"373","2018-07-01T01:50:30+00:00","12",171,171,"USD"
"374","2018-07-01T01:37:11+00:00","11",122,122,"USD"
"375","2018-07-01T01:15:41+00:00","11",127,127,"USD"
"376","2018-06-29T23:41:31+00:00","12",177,177,"USD"
"377","2018-06-29T05:49:58+00:00","11.5",160,160,"USD"
"378","2018-06-28T03:32:25+00:00","12",160,160,"USD"
"379","2018-06-28T02:18:58+00:00","10",155,155,"USD"
"380","2018-06-28T02:00:01+00:00","8.5",165,165,"USD"
"381","2018-06-28T01:13:11+00:00","9",193,193,"USD"
"382","2018-06-26T23:41:54+00:00","13",150,150,"USD"
"383","2018-06-25T19:56:39+00:00","10.5",149,149,"USD"
"384","2018-06-24T23:59:44+00:00","11",172,172,"USD"
